Property Type,Beds,Bath,House Sqft,Lot Sqft,Price,Address,City,State,Lat,Lon,Ocean Distance,Gym Distance,Gym Duration,Year Built,Last Updated,Value Change Last 30 Days,Last Sold Date,Last Sold Price,Zestimate,Date Scraped,Id,Url
SingleFamily,2,3.0,1523,3998,"$1,748,000",8020 La Jolla Shores Dr,La Jolla,CA,32.852713,-117.253964,0.46980638152184756,1.6 mi,6 mins,2018,01/30/2019,,,,1874929,2019-01-31,2089354973,https://www.zillow.com/homedetails/8020-La-Jolla-Shores-Dr-La-Jolla-CA-92037/2089354973_zpid/
SingleFamily,3,2.0,1429,7501,"$1,749,999",5661 Beaumont Ave,LA JOLLA,CA,32.815579,-117.268085,1.328385191385123,2.5 mi,9 mins,1946,01/30/2019,-30613,06/18/2007,1425000,1718656,2019-01-31,16855688,https://www.zillow.com/homedetails/5661-Beaumont-Ave-La-Jolla-CA-92037/16855688_zpid/
SingleFamily,7,4.0,2450,7501,"$1,750,000",1164 Turquoise St,SAN DIEGO,CA,32.81044,-117.252353,2.2153289687777207,4.1 mi,12 mins,1965,01/30/2019,-29330,08/29/1995,195000,1754731,2019-01-31,16908045,https://www.zillow.com/homedetails/1164-Turquoise-St-San-Diego-CA-92109/16908045_zpid/
Condominium,2,2.0,1348,30866,"$1,795,000",333 Coast Blvd UNIT 9,LA JOLLA,CA,32.841315,-117.280688,0.0669442009775794,0.5 mi,3 mins,1986,01/30/2019,-66870,07/27/2017,1400000,1648844,2019-01-31,16848588,https://www.zillow.com/homedetails/333-Coast-Blvd-UNIT-9-La-Jolla-CA-92037/16848588_zpid/
SingleFamily,3,3.0,2469,3998,"$1,798,000",7090 Caminito La Benera,LA JOLLA,CA,32.836987,-117.25171,1.124909146829041,2.4 mi,9 mins,1977,01/30/2019,-18862,08/25/2008,1468000,1733350,2019-01-31,83122212,https://www.zillow.com/homedetails/7090-Caminito-La-Benera-La-Jolla-CA-92037/83122212_zpid/
SingleFamily,3,3.0,1548,3998,"$1,799,900",8018 La Jolla Shores Dr,La Jolla,CA,32.852699,-117.253964,0.46967379559108274,1.6 mi,6 mins,2018,01/30/2019,20500,,,1876071,2019-01-31,2088006073,https://www.zillow.com/homedetails/8018-La-Jolla-Shores-Dr-La-Jolla-CA-92037/2088006073_zpid/
SingleFamily,4,3.0,2076,3998,"$1,849,000",6658 Draper Ave,LA JOLLA,CA,32.829521,-117.273443,0.47815840381664826,1.3 mi,6 mins,1999,01/30/2019,-8031,07/18/2014,1285000,1833866,2019-01-31,16850420,https://www.zillow.com/homedetails/6658-Draper-Ave-La-Jolla-CA-92037/16850420_zpid/
SingleFamily,3,2.0,1429,7501,"$1,899,000",552 Rushville St,LA JOLLA,CA,32.834896,-117.276347,0.3057094200543781,1.0 mi,5 mins,1928,01/30/2019,45230,06/30/2017,1795000,1916574,2019-01-31,16849498,https://www.zillow.com/homedetails/552-Rushville-St-La-Jolla-CA-92037/16849498_zpid/
SingleFamily,4,6.0,3303,10572,"$1,899,000",2518 Caminito La Paz,LA JOLLA,CA,32.846818,-117.245767,1.0015126546883204,2.1 mi,8 mins,1972,01/30/2019,-9999,11/15/2017,1570000,1815366,2019-01-31,16839631,https://www.zillow.com/homedetails/2518-Caminito-La-Paz-La-Jolla-CA-92037/16839631_zpid/
Condominium,3,4.0,2287,7501,"$1,950,000",1225 Roslyn Ln,LA JOLLA,CA,32.848228,-117.271731,0.16389348395292197,0.5 mi,5 mins,1965,01/30/2019,-16717,08/18/1998,315000,2057468,2019-01-31,16847996,https://www.zillow.com/homedetails/1225-Roslyn-Ln-La-Jolla-CA-92037/16847996_zpid/
SingleFamily,3,2.0,2125,10890,"$1,965,000",926 La Jolla Rancho Rd,LA JOLLA,CA,32.820321,-117.264486,1.2380034038680345,2.9 mi,11 mins,1972,01/30/2019,-11021,11/30/1999,770000,1925747,2019-01-31,16855327,https://www.zillow.com/homedetails/926-La-Jolla-Rancho-Rd-La-Jolla-CA-92037/16855327_zpid/
SingleFamily,3,4.0,1763,3998,"$1,975,000",8014 La Jolla Shores Dr,La Jolla,CA,32.852671,-117.253966,0.46929941088281957,1.5 mi,6 mins,2018,01/30/2019,192986,,,2080576,2019-01-31,2087521785,https://www.zillow.com/homedetails/8014-La-Jolla-Shores-Dr-La-Jolla-CA-92037/2087521785_zpid/
SingleFamily,3,3.0,2383,22215,"$1,995,000",2551 Via Viesta,LA JOLLA,CA,32.844634,-117.250121,0.8469413646269116,2.4 mi,9 mins,1976,01/30/2019,-37935,,,1979482,2019-01-31,16851445,https://www.zillow.com/homedetails/2551-Via-Viesta-La-Jolla-CA-92037/16851445_zpid/
VacantResidentialLand,,,,34412,"$1,995,000",7595 Hillside Dr LOT 0,La Jolla,CA,32.845807,-117.256103,0.5285044853416978,1.5 mi,7 mins,,01/01/1970,,,,,2019-01-31,2088946995,https://www.zillow.com/homedetails/7595-Hillside-Dr-LOT-0-La-Jolla-CA-92037/2088946995_zpid/
SingleFamily,0,,1588,21780,"$1,995,000",7595 Hillside Dr,LA JOLLA,CA,32.845832,-117.256209,0.5222925880864238,1.5 mi,7 mins,1953,01/30/2019,,03/27/2015,1000000,1988301,2019-01-31,16851373,https://www.zillow.com/homedetails/7595-Hillside-Dr-La-Jolla-CA-92037/16851373_zpid/
SingleFamily,2,2.0,1920,7501,"$1,995,000",7570 Caminito Avola,LA JOLLA,CA,32.846534,-117.254658,0.5583459088469326,2.3 mi,9 mins,1970,01/30/2019,-15155,09/19/2005,1561000,1900073,2019-01-31,52514269,https://www.zillow.com/homedetails/7570-Caminito-Avola-La-Jolla-CA-92037/52514269_zpid/
SingleFamily,4,4.0,3379,5662,"$1,998,000",778 La Canada St,LA JOLLA,CA,32.821916,-117.267573,1.028862994724925,2.4 mi,9 mins,1990,01/30/2019,32759,06/05/1996,805000,2532300,2019-01-31,16854794,https://www.zillow.com/homedetails/778-La-Canada-St-La-Jolla-CA-92037/16854794_zpid/
SingleFamily,3,4.0,2678,,"$1,999,000",758 Bonair St,La Jolla,CA,32.831609,-117.272523,0.5182415487819346,1.3 mi,6 mins,2015,01/30/2019,-69377,05/08/2015,1675000,2030414,2019-01-31,145640921,https://www.zillow.com/homedetails/758-Bonair-St-La-Jolla-CA-92037/145640921_zpid/
SingleFamily,4,4.0,3324,19998,"$1,999,000",1604 El Paso Real,LA JOLLA,CA,32.830765,-117.258738,1.318136413840848,1.8 mi,8 mins,1972,01/30/2019,-27188,09/19/2018,1700000,2146855,2019-01-31,16851386,https://www.zillow.com/homedetails/1604-El-Paso-Real-La-Jolla-CA-92037/16851386_zpid/
SingleFamily,4,3.0,2276,10890,"$1,999,999",5403 Beaumont Ave,LA JOLLA,CA,32.811841,-117.264285,1.667149895055886,2.9 mi,9 mins,1904,01/30/2019,-8973,,,1979040,2019-01-31,16856176,https://www.zillow.com/homedetails/5403-Beaumont-Ave-La-Jolla-CA-92037/16856176_zpid/
SingleFamily,5,4.0,2420,10890,"$1,999,999",1713 Calle De Andluca,LA JOLLA,CA,32.820805,-117.245329,2.2158919968749355,3.7 mi,11 mins,1975,01/30/2019,35581,07/20/2018,1614744,1744573,2019-01-31,16857915,https://www.zillow.com/homedetails/1713-Calle-De-Andluca-La-Jolla-CA-92037/16857915_zpid/
SingleFamily,5,3.0,3859,9147,"$2,098,000",5590 Coral Reef Ave,LA JOLLA,CA,32.820005,-117.237809,2.5466948728725463,3.9 mi,12 mins,1991,01/30/2019,8451,,,2053036,2019-01-31,16857554,https://www.zillow.com/homedetails/5590-Coral-Reef-Ave-La-Jolla-CA-92037/16857554_zpid/
SingleFamily,6,4.0,3225,7501,"$2,150,000",930 Archer St,SAN DIEGO,CA,32.811304,-117.257476,1.9554538857855157,3.3 mi,11 mins,2014,01/30/2019,-16359,07/21/2014,1665000,2143093,2019-01-31,16907744,https://www.zillow.com/homedetails/930-Archer-St-San-Diego-CA-92109/16907744_zpid/
SingleFamily,3,4.0,2200,40075,"$2,150,000",7901 Avenida Kirjah,LA JOLLA,CA,32.849863,-117.237242,1.4420472558546609,2.6 mi,9 mins,1977,01/30/2019,-41335,06/26/2017,1550000,1639329,2019-01-31,16841827,https://www.zillow.com/homedetails/7901-Avenida-Kirjah-La-Jolla-CA-92037/16841827_zpid/
Condominium,2,2.0,1245,12792,"$2,150,000",2120 Vallecitos UNIT 104,LA JOLLA,CA,32.855373,-117.256919,0.3848953387261087,1.8 mi,8 mins,1990,01/30/2019,-12170,08/25/2000,599500,1363225,2019-01-31,52513882,https://www.zillow.com/homedetails/2120-Vallecitos-UNIT-104-La-Jolla-CA-92037/52513882_zpid/
Townhouse,3,3.0,2000,,"$2,195,000",654 Rosemont St,La Jolla,CA,32.828645,-117.273162,0.5115451626355968,1.3 mi,7 mins,2015,01/30/2019,-26444,07/28/2016,11373,1849299,2019-01-31,2098505967,https://www.zillow.com/homedetails/654-Rosemont-St-La-Jolla-CA-92037/2098505967_zpid/
SingleFamily,4,3.0,2350,3998,"$2,195,000",7164 Eads Ave,LA JOLLA,CA,32.835749,-117.273921,0.4469179892725394,0.8 mi,5 mins,2002,01/30/2019,-69014,07/26/2004,1190000,2083945,2019-01-31,59310453,https://www.zillow.com/homedetails/7164-Eads-Ave-La-Jolla-CA-92037/59310453_zpid/
Townhouse,3,3.0,2000,,"$2,195,000",656 Draper Ave,La Jolla,CA,32.870044,-117.249522,1.454829468414609,3.0 mi,10 mins,2015,01/30/2019,-9012,,,1078748,2019-01-31,2087528197,https://www.zillow.com/homedetails/656-Draper-Ave-La-Jolla-CA-92037/2087528197_zpid/
Townhouse,3,3.0,2298,281872,"$2,199,000",7851 Caminito El Rosario,LA JOLLA,CA,32.850481,-117.248756,0.7728045724736771,1.9 mi,8 mins,1973,01/30/2019,50868,10/31/2017,1085000,1841426,2019-01-31,16839614,https://www.zillow.com/homedetails/7851-Caminito-El-Rosario-La-Jolla-CA-92037/16839614_zpid/
SingleFamily,4,3.0,3409,12900,"$2,249,000",2875 Sugarman Way,LA JOLLA,CA,32.862447,-117.241256,1.4109718189081193,3.6 mi,11 mins,1990,01/30/2019,-19887,08/19/2016,2125000,2402815,2019-01-31,16839894,https://www.zillow.com/homedetails/2875-Sugarman-Way-La-Jolla-CA-92037/16839894_zpid/
SingleFamily,6,5.0,2840,7501,"$2,250,000",5250 La Jolla Blvd,LA JOLLA,CA,32.808005,-117.263441,1.9127180609667973,3.0 mi,10 mins,2010,01/30/2019,-4410,,,2512098,2019-01-31,16907584,https://www.zillow.com/homedetails/5250-La-Jolla-Blvd-La-Jolla-CA-92037/16907584_zpid/
SingleFamily,4,3.0,2665,10890,"$2,250,000",6729 Avenida Andorra,LA JOLLA,CA,32.833367,-117.252327,1.308379838837758,2.1 mi,7 mins,1969,01/30/2019,-24517,12/09/1997,720000,2151080,2019-01-31,16851981,https://www.zillow.com/homedetails/6729-Avenida-Andorra-La-Jolla-CA-92037/16851981_zpid/
SingleFamily,3,3.0,2400,10497,"$2,250,000",5911 Folsom Dr,LA JOLLA,CA,32.82007,-117.268072,1.0920320687862997,2.5 mi,8 mins,1963,01/30/2019,8209,12/05/2013,1825000,2265243,2019-01-31,16855136,https://www.zillow.com/homedetails/5911-Folsom-Dr-La-Jolla-CA-92037/16855136_zpid/
SingleFamily,4,3.0,3097,7501,"$2,250,000",7355 Caminito Bassano E,LA JOLLA,CA,32.84167,-117.254882,0.7608503793342718,2.3 mi,10 mins,1980,01/30/2019,-7862,08/14/1984,482500,2170352,2019-01-31,16852240,https://www.zillow.com/homedetails/7355-Caminito-Bassano-E-La-Jolla-CA-92037/16852240_zpid/
SingleFamily,3,3.0,3000,325393,"$2,275,000",6698 Caminito Hermitage,LA JOLLA,CA,32.837714,-117.24168,1.5272809844353914,3.5 mi,12 mins,1978,01/30/2019,2536,03/29/2016,1850000,2145119,2019-01-31,16852574,https://www.zillow.com/homedetails/6698-Caminito-Hermitage-La-Jolla-CA-92037/16852574_zpid/
Condominium,3,2.0,1271,,"$2,280,000",245 Prospect St UNIT 3,LA JOLLA,CA,32.840262,-117.280047,0.12386600215190675,0.5 mi,3 mins,1982,01/30/2019,-19088,06/17/2011,1300000,2166543,2019-01-31,16848619,https://www.zillow.com/homedetails/245-Prospect-St-UNIT-3-La-Jolla-CA-92037/16848619_zpid/
SingleFamily,3,3.0,1870,2500,"$2,295,000",253 Kolmar St,La Jolla,CA,32.827779,-117.278642,0.2861490604341333,1.5 mi,6 mins,2018,01/30/2019,-12354,,,2386111,2019-01-31,2087173857,https://www.zillow.com/homedetails/253-Kolmar-St-La-Jolla-CA-92037/2087173857_zpid/
SingleFamily,3,2.0,1280,7501,"$2,295,000",5641 Chelsea Ave,LA JOLLA,CA,32.81454,-117.270779,1.30637160657558,2.4 mi,8 mins,1944,01/30/2019,5115,,,1925029,2019-01-31,16855639,https://www.zillow.com/homedetails/5641-Chelsea-Ave-La-Jolla-CA-92037/16855639_zpid/
SingleFamily,3,2.0,1280,7501,"$2,295,000",5641 Chelsea Ave,LA JOLLA,CA,32.81454,-117.270779,1.30637160657558,2.4 mi,8 mins,1944,01/30/2019,5115,,,1925029,2019-01-31,16855639,https://www.zillow.com/homedetails/5641-Chelsea-Ave-La-Jolla-CA-92037/16855639_zpid/
VacantResidentialLand,,,,33541,"$2,350,000",2072 Via Casa Alta LOT 15,La Jolla,CA,32.839933,-117.251004,1.0070437365598373,2.7 mi,9 mins,,01/01/1970,,,,,2019-01-31,2087132714,https://www.zillow.com/homedetails/2072-Via-Casa-Alta-LOT-15-La-Jolla-CA-92037/2087132714_zpid/
SingleFamily,3,5.0,2733,10585,"$2,390,000",1553 Copa De Oro Dr,LA JOLLA,CA,32.818339,-117.255907,1.7279403988098103,3.0 mi,11 mins,1973,01/30/2019,-21205,03/14/2012,1380000,2075577,2019-01-31,16856654,https://www.zillow.com/homedetails/1553-Copa-De-Oro-Dr-La-Jolla-CA-92037/16856654_zpid/
SingleFamily,5,4.0,2913,10018,"$2,395,000",1325 Rodeo Dr,LA JOLLA,CA,32.823605,-117.261592,1.2657822223739863,2.3 mi,9 mins,2015,01/30/2019,-103226,05/11/2007,1500000,2619150,2019-01-31,16855049,https://www.zillow.com/homedetails/1325-Rodeo-Dr-La-Jolla-CA-92037/16855049_zpid/
SingleFamily,4,3.0,2760,10890,"$2,395,000",2531 Via Viesta,LA JOLLA,CA,32.844492,-117.250775,0.8223497948600272,2.4 mi,9 mins,1971,01/30/2019,-71343,05/15/1991,650000,2352102,2019-01-31,16851439,https://www.zillow.com/homedetails/2531-Via-Viesta-La-Jolla-CA-92037/16851439_zpid/
Condominium,3,3.0,2312,,"$2,398,000",7603 Draper Ave,La Jolla,CA,32.841424,-117.276475,0.26508758583484987,0.4 mi,2 mins,2017,01/30/2019,48368,,,2268237,2019-01-31,250193800,https://www.zillow.com/homedetails/7603-Draper-Ave-La-Jolla-CA-92037/250193800_zpid/
SingleFamily,4,3.0,3060,9800,"$2,399,900",5711 Skylark Pl,LA JOLLA,CA,32.818784,-117.26186,1.4236761383213197,3.2 mi,12 mins,1959,01/30/2019,-12750,03/26/2015,1450000,2252374,2019-01-31,16855562,https://www.zillow.com/homedetails/5711-Skylark-Pl-La-Jolla-CA-92037/16855562_zpid/
Condominium,2,3.0,2665,,"$2,425,000",464 Prospect St UNIT 608,La Jolla,CA,32.842635,-117.279139,0.11069192254935048,0.4 mi,3 mins,2002,01/30/2019,71391,,,2833525,2019-01-31,2088448945,https://www.zillow.com/homedetails/464-Prospect-St-UNIT-608-La-Jolla-CA-92037/2088448945_zpid/
SingleFamily,3,2.0,1958,10890,"$2,449,000",5331 Calumet Ave,LA JOLLA,CA,32.808802,-117.267773,1.7385783521541287,3.0 mi,11 mins,1957,01/30/2019,-9403,,,2239397,2019-01-31,16907532,https://www.zillow.com/homedetails/5331-Calumet-Ave-La-Jolla-CA-92037/16907532_zpid/
SingleFamily,5,4.0,3542,7501,"$2,450,000",414 Camino De La Costa,LA JOLLA,CA,32.817932,-117.271227,1.091185071713547,2.2 mi,7 mins,1943,01/30/2019,-45616,,,2946514,2019-01-31,16855297,https://www.zillow.com/homedetails/414-Camino-De-La-Costa-La-Jolla-CA-92037/16855297_zpid/
SingleFamily,5,4.0,3550,20908,"$2,465,000",2265 Calle Tiara,LA JOLLA,CA,32.824164,-117.245612,2.0542920201555117,3.1 mi,10 mins,1978,01/30/2019,-17880,03/26/2018,2350000,2361643,2019-01-31,16857787,https://www.zillow.com/homedetails/2265-Calle-Tiara-La-Jolla-CA-92037/16857787_zpid/
SingleFamily,4,4.0,3204,27442,"$2,495,000",5951 La Jolla Mesa Dr,LA JOLLA,CA,32.822583,-117.257229,1.526161623583762,2.4 mi,9 mins,1967,01/30/2019,-25851,08/28/2008,2325000,2515466,2019-01-31,16856545,https://www.zillow.com/homedetails/5951-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/16856545_zpid/
SingleFamily,3,2.0,1650,5324,"$2,495,000",8425 Paseo Del Ocaso,LA JOLLA,CA,32.859609,-117.254169,0.7061528507682892,2.1 mi,8 mins,1941,01/30/2019,-13113,04/25/2016,1680000,2489741,2019-01-31,16838445,https://www.zillow.com/homedetails/8425-Paseo-Del-Ocaso-La-Jolla-CA-92037/16838445_zpid/
CondominiumCondominium,22,2.53.0,17011701,,"$2,495,000",1020 Prospect St UNIT 203 1020 Prospect St UNIT 203,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.09987707848425034,0.2 mi,1 min,20172017,01/30/201901/30/2019,7729452345,,,23207682350045,2019-01-31,2501941872093122983,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/250194187_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/2093122983_zpid/
CondominiumCondominium,22,2.53.0,17011701,,"$2,495,000",1020 Prospect St UNIT 203 1020 Prospect St UNIT 203,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.09987707848425034,0.2 mi,1 min,20172017,01/30/201901/30/2019,7729452345,,,23207682350045,2019-01-31,2501941872093122983,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/250194187_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/2093122983_zpid/
CondominiumCondominium,44,4.04.0,24552455,,"$2,499,500",726 Silver St 726 Silver St,La Jolla La Jolla,CA CA,32.84139732,-117.276394,0.26939705484023246,0.4 mi,3 mins,20182018,01/30/201901/30/2019,-17084-33327,,,25101062535887,2019-01-31,2501950502088824178,https://www.zillow.com/homedetails/726-Silver-St-La-Jolla-CA-92037/250195050_zpid/https://www.zillow.com/homedetails/726-Silver-St-La-Jolla-CA-92037/2088824178_zpid/
SingleFamily,4,4.0,3401,35719,"$2,500,000",1031 La Jolla Rancho Rd,LA JOLLA,CA,32.819522,-117.262071,1.3835855883660741,2.7 mi,10 mins,1978,01/30/2019,31986,05/25/1994,889000,2589266,2019-01-31,16855379,https://www.zillow.com/homedetails/1031-La-Jolla-Rancho-Rd-La-Jolla-CA-92037/16855379_zpid/
SingleFamily,3,3.0,3868,7653,"$2,500,000",835 La Jolla Corona Ct,LA JOLLA,CA,32.81751,-117.264888,1.3478812474034045,3.2 mi,12 mins,1985,01/30/2019,-20102,12/16/2016,2200000,2433122,2019-01-31,16856385,https://www.zillow.com/homedetails/835-La-Jolla-Corona-Ct-La-Jolla-CA-92037/16856385_zpid/
CondominiumCondominium,44,5.05.0,40104010,1089010890,"$2,548,000",2380 Almeria Ct 2380 Almeria Ct,La Jolla La Jolla,CA CA,32.82050632,-117.231424,2.7590600943688877,3.9 mi,11 mins,20182018,01/30/201901/30/2019,-8224-17348,,,23753312332444,2019-01-31,2501958502088190718,https://www.zillow.com/homedetails/2380-Almeria-Ct-La-Jolla-CA-92037/250195850_zpid/https://www.zillow.com/homedetails/2380-Almeria-Ct-La-Jolla-CA-92037/2088190718_zpid/
CondominiumCondominium,44,5.05.0,40104010,1089010890,"$2,548,000",2380 Almeria Ct 2380 Almeria Ct,La Jolla La Jolla,CA CA,32.82050632,-117.231424,2.7590600943688877,3.9 mi,11 mins,20182018,01/30/201901/30/2019,-8224-17348,,,23753312332444,2019-01-31,2501958502088190718,https://www.zillow.com/homedetails/2380-Almeria-Ct-La-Jolla-CA-92037/250195850_zpid/https://www.zillow.com/homedetails/2380-Almeria-Ct-La-Jolla-CA-92037/2088190718_zpid/
SingleFamily,4,3.0,2578,10890,"$2,550,000",6170 Inspiration Way,LA JOLLA,CA,32.824295,-117.265542,1.0385567744522275,2.3 mi,10 mins,1974,01/30/2019,-16918,01/04/2017,2205000,2429022,2019-01-31,16854860,https://www.zillow.com/homedetails/6170-Inspiration-Way-La-Jolla-CA-92037/16854860_zpid/
SingleFamily,3,3.5,3437,16117,$2.57M,7242 Romero Dr,LA JOLLA,CA,32.840196,-117.259516,0.6971726755783255,1.2 mi,6 mins,1993,01/30/2019,-168459,08/13/1995,1100000,2901591,2019-01-31,16851549,https://www.zillow.com/homedetails/7242-Romero-Dr-La-Jolla-CA-92037/16851549_zpid/
SingleFamily,4,4.0,2565,4589,"$2,645,000",5621 Beaumont Ave,LA JOLLA,CA,32.814783,-117.267598,1.3895845560070372,2.6 mi,9 mins,2018,01/30/2019,768,05/04/2018,2500000,2526021,2019-01-31,16855694,https://www.zillow.com/homedetails/5621-Beaumont-Ave-La-Jolla-CA-92037/16855694_zpid/
SingleFamily,5,7.0,4419,10890,"$2,995,000",7096 Caminito Valverde,LA JOLLA,CA,32.837235,-117.255628,0.9807362103269446,1.9 mi,8 mins,1995,01/30/2019,-35551,06/10/2014,2253500,2918763,2019-01-31,16852131,https://www.zillow.com/homedetails/7096-Caminito-Valverde-La-Jolla-CA-92037/16852131_zpid/
SingleFamily,6,5.0,4462,6534,"$3,995,000",7228 Eads Ave,La Jolla,CA,32.836433,-117.274142,0.43722609849697375,0.7 mi,4 mins,2018,01/30/2019,97594,,,3964845,2019-01-31,2097495725,https://www.zillow.com/homedetails/7228-Eads-Ave-La-Jolla-CA-92037/2097495725_zpid/
CondominiumCondominium,44,5.05.0,40104010,1089010890,"$2,548,000",2380 Almeria Ct 2380 Almeria Ct,La Jolla La Jolla,CA CA,32.82050632,-117.231424,2.7590600943688877,3.9 mi,11 mins,20182018,01/30/201901/30/2019,-17348-8224,,,23324442375331,2019-01-31,2088190718250195850,https://www.zillow.com/homedetails/2380-Almeria-Ct-La-Jolla-CA-92037/2088190718_zpid/https://www.zillow.com/homedetails/2380-Almeria-Ct-La-Jolla-CA-92037/250195850_zpid/
Condominium,2,2.0,1399,46173,"$699,000",2362 Torrey Pines Rd UNIT 33,LA JOLLA,CA,32.851185,-117.25237,0.559318829516598,1.6 mi,7 mins,1960,01/31/2019,13578,04/23/2018,693000,1444834,2019-02-01,16839333,https://www.zillow.com/homedetails/2362-Torrey-Pines-Rd-UNIT-33-La-Jolla-CA-92037/16839333_zpid/
Condominium,3,3.0,1456,,"$849,000",5433 1/2 La Jolla Blvd,La Jolla,CA,32.811954,-117.267183,1.5657992158947973,2.7 mi,9 mins,1992,01/01/1970,,,,,2019-02-01,2086095184,https://www.zillow.com/homedetails/5433-1-2-La-Jolla-Blvd-La-Jolla-CA-92037/2086095184_zpid/
Condominium,3,3.0,2083,,"$849,000",2842 Torrey Pines Rd,LA JOLLA,CA,32.853361,-117.24619,0.9230947541810249,2.0 mi,8 mins,1995,01/31/2019,-4449,05/02/2014,679000,877265,2019-02-01,16838982,https://www.zillow.com/homedetails/2842-Torrey-Pines-Rd-La-Jolla-CA-92037/16838982_zpid/
SingleFamily,4,3.0,1833,10890,"$1,395,000",9454 Poole St,LA JOLLA,CA,32.87171,-117.244751,1.7022208009349051,3.4 mi,11 mins,1951,01/31/2019,-25743,,,1371019,2019-02-01,16834926,https://www.zillow.com/homedetails/9454-Poole-St-La-Jolla-CA-92037/16834926_zpid/
SingleFamily,5,5.0,3554,3998,"$2,250,000",740 Genter St,LA JOLLA,CA,32.836996,-117.274721,0.40755947597802916,0.7 mi,4 mins,1971,02/01/2019,-1336,01/18/2011,1688000,2737138,2019-02-01,16849419,https://www.zillow.com/homedetails/740-Genter-St-La-Jolla-CA-92037/16849419_zpid/
SingleFamily,4,3.0,2942,10890,"$2,295,000",6275 Cardeno Dr,LA JOLLA,CA,32.829411,-117.246824,1.7130195313964494,2.6 mi,8 mins,1985,02/01/2019,-5955,12/21/2015,1650000,2065577,2019-02-01,16857665,https://www.zillow.com/homedetails/6275-Cardeno-Dr-La-Jolla-CA-92037/16857665_zpid/
SingleFamilyVacantResidentialLand,5,4.0,3446,2439310454,"$2,900,000",1191 Avenida Amantea 1191 Avenida Amantea,LA JOLLA LA JOLLA,CA CA,32.81925932,-117.25991,1.497271372171881,3.3 mi,12 mins,1990,02/01/201901/01/1970,2558,03/18/201403/18/2014,1695000495000,2933491,2019-02-01,1685558799459138,https://www.zillow.com/homedetails/1191-Avenida-Amantea-La-Jolla-CA-92037/16855587_zpid/https://www.zillow.com/homedetails/1191-Avenida-Amantea-La-Jolla-CA-92037/99459138_zpid/
Condominium,2,2.0,1673,21005,"$1,395,000",7555 Eads Ave UNIT 2,LA JOLLA,CA,32.841118,-117.27492,0.34139981321395274,0.3 mi,2 mins,1990,02/02/2019,-24113,04/19/2016,1160000,1291785,2019-02-04,63144993,https://www.zillow.com/homedetails/7555-Eads-Ave-UNIT-2-La-Jolla-CA-92037/63144993_zpid/
Condominium,0,1.0,372,5010,"$380,000",415 Gravilla St UNIT 21,LA JOLLA,CA,32.828947,-117.276742,0.31351036872779264,1.3 mi,5 mins,1960,02/15/2019,-6236,09/29/2017,350000,392129,2019-02-15,16850373,https://www.zillow.com/homedetails/415-Gravilla-St-UNIT-21-La-Jolla-CA-92037/16850373_zpid/
Condominium,0,1.0,400,,"$380,000",415 Gravilla St,La Jolla,CA,32.828969,-117.276379,0.3312849147183068,1.4 mi,6 mins,1960,02/15/2019,,,,642448,2019-02-15,2111290585,https://www.zillow.com/homedetails/415-Gravilla-St-La-Jolla-CA-92037/2111290585_zpid/
Condominium,1,1.0,691,,"$416,000",8515 Villa La Jolla Dr APT G,LA JOLLA,CA,32.862855,-117.235689,1.707338634201421,4.3 mi,12 mins,1971,02/15/2019,-11045,04/22/2016,317000,405293,2019-02-15,16841681,https://www.zillow.com/homedetails/8515-Villa-La-Jolla-Dr-APT-G-La-Jolla-CA-92037/16841681_zpid/
Condominium,1,1.0,691,,"$425,000",8570 Via Mallorca UNIT I,LA JOLLA,CA,32.862735,-117.23381,1.8019833734929342,4.6 mi,14 mins,1971,02/15/2019,17786,,,413161,2019-02-15,16841464,https://www.zillow.com/homedetails/8570-Via-Mallorca-UNIT-I-La-Jolla-CA-92037/16841464_zpid/
Condominium,1,1.0,691,140015,"$435,000",3134 Via Alicante UNIT E,LA JOLLA,CA,32.861905,-117.233838,1.777153120677999,4.6 mi,14 mins,1971,02/15/2019,-3351,07/31/2009,272000,328908,2019-02-15,16841524,https://www.zillow.com/homedetails/3134-Via-Alicante-UNIT-E-La-Jolla-CA-92037/16841524_zpid/
Condominium,2,2.0,1111,,"$625,000",8020 Caminito Gianna,LA JOLLA,CA,32.859851,-117.235454,1.6377204250519857,4.7 mi,14 mins,1979,02/15/2019,20967,01/17/1997,175000,611257,2019-02-15,16841789,https://www.zillow.com/homedetails/8020-Caminito-Gianna-La-Jolla-CA-92037/16841789_zpid/
Condominium,2,3.0,1140,,"$635,000",3402 Via Alicante,LA JOLLA,CA,32.861393,-117.23191,1.8676548811339526,4.7 mi,14 mins,1975,02/15/2019,-5243,03/19/2003,350000,632717,2019-02-15,16835334,https://www.zillow.com/homedetails/3402-Via-Alicante-La-Jolla-CA-92037/16835334_zpid/
