Property Type,Beds,Bath,House Sqft,Lot Sqft,Price,Address,City,State,Lat,Lon,Ocean Distance,Gym Distance,Gym Duration,Year Built,Last Updated,Value Change Last 30 Days,Last Sold Date,Last Sold Price,Zestimate,Date Scraped,Id,Url
Townhouse,2,3.0,1258,10890,"$715,000",7612 Eads Ave,LA JOLLA,CA,32.842062,-117.276004,0.2509259305571938,0.3 mi,2 mins,1966,01/30/2019,-4754,10/21/2011,405000,684679,2019-01-31,16848650,https://www.zillow.com/homedetails/7612-Eads-Ave-La-Jolla-CA-92037/16848650_zpid/
Condominium,2,2.0,1101,28099,"$725,000",7811 Eads Ave UNIT 407,LA JOLLA,CA,32.845008,-117.276189,0.16120524036103528,0.1 mi,1 min,1971,01/30/2019,-5360,07/14/2010,560000,722002,2019-01-31,16847974,https://www.zillow.com/homedetails/7811-Eads-Ave-UNIT-407-La-Jolla-CA-92037/16847974_zpid/
Condominium,2,2.0,1353,33106,"$769,000",5370 La Jolla Blvd UNIT 203,LA JOLLA,CA,32.810457,-117.266566,1.6727256465624047,2.8 mi,9 mins,1976,01/30/2019,-11381,06/05/2015,621000,774251,2019-01-31,16907495,https://www.zillow.com/homedetails/5370-La-Jolla-Blvd-UNIT-203-La-Jolla-CA-92037/16907495_zpid/
Townhouse,3,3.0,1698,3998,"$799,000",3390 Caminito Vasto,LA JOLLA,CA,32.854975,-117.232688,1.7146158931627546,5.2 mi,15 mins,1978,01/30/2019,5932,08/22/2016,603000,770474,2019-01-31,16840907,https://www.zillow.com/homedetails/3390-Caminito-Vasto-La-Jolla-CA-92037/16840907_zpid/
Condominium,3,3.0,1792,,"$825,000",8784 Caminito Abrazo,LA JOLLA,CA,32.867275,-117.239374,1.693761421597754,3.7 mi,11 mins,1974,01/30/2019,-8880,04/13/1994,245000,848498,2019-01-31,16836077,https://www.zillow.com/homedetails/8784-Caminito-Abrazo-La-Jolla-CA-92037/16836077_zpid/
Condominium,2,2.0,1356,,"$825,000",7550 Eads Ave UNIT 403,LA JOLLA,CA,32.840626,-117.275503,0.3432690403689233,0.4 mi,3 mins,1975,01/30/2019,-44195,,,798487,2019-01-31,16848714,https://www.zillow.com/homedetails/7550-Eads-Ave-UNIT-403-La-Jolla-CA-92037/16848714_zpid/
MultiFamily2To4,3,3.0,1692,3998,"$849,000",8940 Caminito Fresco,LA JOLLA,CA,32.86981,-117.239212,1.8164386849069025,3.9 mi,12 mins,1972,01/30/2019,-5121,05/24/1999,327500,835780,2019-01-31,16835180,https://www.zillow.com/homedetails/8940-Caminito-Fresco-La-Jolla-CA-92037/16835180_zpid/
SingleFamily,3,3.0,1456,,"$849,000",5433.5 La Jolla Blvd,La Jolla,CA,32.870044,-117.249522,1.454829468414609,3.0 mi,10 mins,1992,01/30/2019,,,,1426979,2019-01-31,2086460123,https://www.zillow.com/homedetails/5433-5-La-Jolla-Blvd-La-Jolla-CA-92037/2086460123_zpid/
Condominium,2,3.0,2174,33306,"$850,000",3120 Almahurst Row,LA JOLLA,CA,32.881315,-117.244874,2.269841425136263,4.2 mi,13 mins,1989,01/30/2019,-15864,,,910194,2019-01-31,17204047,https://www.zillow.com/homedetails/3120-Almahurst-Row-La-Jolla-CA-92037/17204047_zpid/
Condominium,2,3.0,1248,,"$850,000",7625 Draper Ave UNIT B,LA JOLLA,CA,32.842376,-117.276615,0.21018974135384422,0.3 mi,2 mins,1995,01/30/2019,-25702,03/02/2010,675000,856758,2019-01-31,16848637,https://www.zillow.com/homedetails/7625-Draper-Ave-UNIT-B-La-Jolla-CA-92037/16848637_zpid/
Condominium,3,3.0,2013,351694,"$875,000",5662 Caminito Isla,LA JOLLA,CA,32.821401,-117.238278,2.4533648114389175,3.8 mi,12 mins,1974,01/30/2019,-6078,05/25/2018,880000,875751,2019-01-31,16857399,https://www.zillow.com/homedetails/5662-Caminito-Isla-La-Jolla-CA-92037/16857399_zpid/
Condominium,3,3.0,1987,179031,"$875,000",7960 Caminito Del Cid,LA JOLLA,CA,32.851187,-117.251381,0.6165806353740304,1.7 mi,7 mins,1976,01/30/2019,-7463,09/30/1994,295500,876816,2019-01-31,16839383,https://www.zillow.com/homedetails/7960-Caminito-Del-Cid-La-Jolla-CA-92037/16839383_zpid/
Condominium,3,3.0,2062,828404,"$895,000",5568 Caminito Consuelo,LA JOLLA,CA,32.820735,-117.235668,2.583893995808079,3.9 mi,12 mins,1971,01/30/2019,,11/27/1996,299000,878569,2019-01-31,16857476,https://www.zillow.com/homedetails/5568-Caminito-Consuelo-La-Jolla-CA-92037/16857476_zpid/
Condominium,3,3.0,2056,,"$899,000",2244 Caminito Castillo,LA JOLLA,CA,32.823618,-117.237811,2.3512970196544387,3.7 mi,11 mins,1974,01/30/2019,-64713,,,885939,2019-01-31,16857346,https://www.zillow.com/homedetails/2244-Caminito-Castillo-La-Jolla-CA-92037/16857346_zpid/
Condominium,3,2.0,1858,7501,"$899,000",6515 Caminito Catalan,LA JOLLA,CA,32.835343,-117.245865,1.4410715036234152,3.0 mi,11 mins,1980,01/30/2019,-19059,04/30/2014,715000,876923,2019-01-31,16852344,https://www.zillow.com/homedetails/6515-Caminito-Catalan-La-Jolla-CA-92037/16852344_zpid/
Condominium,2,2.5,1252,10229,"$899,000",7715 Eads Ave,LA JOLLA,CA,32.843586,-117.27573,0.21179711726995706,0.2 mi,1 min,1986,01/30/2019,-1205,09/09/1998,320000,872569,2019-01-31,16848330,https://www.zillow.com/homedetails/7715-Eads-Ave-La-Jolla-CA-92037/16848330_zpid/
Condominium,3,2.0,2183,,$903K,5782 Caminito Empresa,LA JOLLA,CA,32.819668,-117.249837,2.000039545881794,3.3 mi,10 mins,1986,01/30/2019,-12829,12/29/1999,475000,1026192,2019-01-31,48180695,https://www.zillow.com/homedetails/5782-Caminito-Empresa-La-Jolla-CA-92037/48180695_zpid/
Condominium,2,2.0,1088,,"$917,000",410 Pearl St APT 2C,LA JOLLA,CA,32.839036,-117.279676,0.1281960051958764,0.6 mi,3 mins,1990,01/30/2019,-653,08/12/2014,739000,918717,2019-01-31,62655499,https://www.zillow.com/homedetails/410-Pearl-St-APT-2C-La-Jolla-CA-92037/62655499_zpid/
Condominium,2,60.0,1158,28099,"$949,000",7811 Eads Ave UNIT 411,LA JOLLA,CA,32.845008,-117.276189,0.16120524036103528,0.1 mi,1 min,1971,01/30/2019,67273,11/01/2004,699000,1063351,2019-01-31,16847978,https://www.zillow.com/homedetails/7811-Eads-Ave-UNIT-411-La-Jolla-CA-92037/16847978_zpid/
SingleFamily,3,2.0,1702,135289,"$949,000",2460 Azure Coast Dr,LA JOLLA,CA,32.850079,-117.24973,0.7206666144136955,1.8 mi,8 mins,1977,01/30/2019,56921,,,1298250,2019-01-31,16851353,https://www.zillow.com/homedetails/2460-Azure-Coast-Dr-La-Jolla-CA-92037/16851353_zpid/
Condominium,2,2.0,1345,5183,"$988,888",1236 Cave St UNIT 2B,LA JOLLA,CA,32.848152,-117.271469,0.1696334398401967,0.5 mi,3 mins,1976,01/30/2019,-1632,11/08/2012,358500,995157,2019-01-31,16848003,https://www.zillow.com/homedetails/1236-Cave-St-UNIT-2B-La-Jolla-CA-92037/16848003_zpid/
Condominium,2,2.0,1451,43560,"$995,000",7622 Herschel Ave,LA JOLLA,CA,32.843271,-117.272445,0.3994596408246266,0.3 mi,2 mins,2001,01/30/2019,-122807,03/08/2017,895000,1811669,2019-01-31,54906521,https://www.zillow.com/homedetails/7622-Herschel-Ave-La-Jolla-CA-92037/54906521_zpid/
Condominium,2,3.0,1620,4252,"$998,888",403 Bonair St,LA JOLLA,CA,32.83043,-117.277567,0.23065370025456358,1.3 mi,6 mins,2007,01/30/2019,15574,11/15/2012,770000,1140457,2019-01-31,83893267,https://www.zillow.com/homedetails/403-Bonair-St-La-Jolla-CA-92037/83893267_zpid/
SingleFamily,2,2.0,1008,10890,"$999,000",1551 Olivet Ln,LA JOLLA,CA,32.846735,-117.265117,0.17870027360518617,0.7 mi,4 mins,1962,01/30/2019,-208453,09/26/2013,1250000,1458296,2019-01-31,16848226,https://www.zillow.com/homedetails/1551-Olivet-Ln-La-Jolla-CA-92037/16848226_zpid/
SingleFamily,2,2.0,1352,135289,"$1,048,000",2488 Azure Coast Dr,LA JOLLA,CA,32.850079,-117.24973,0.7206666144136955,1.8 mi,8 mins,1977,01/30/2019,-33449,04/11/2016,684000,1037001,2019-01-31,16851343,https://www.zillow.com/homedetails/2488-Azure-Coast-Dr-La-Jolla-CA-92037/16851343_zpid/
SingleFamily,3,3.0,1761,7501,"$1,098,000",8146 Gilman Ct,LA JOLLA,CA,32.854024,-117.237771,1.41382269134455,5.4 mi,15 mins,1999,01/30/2019,-48885,03/26/2014,849000,1191175,2019-01-31,16840137,https://www.zillow.com/homedetails/8146-Gilman-Ct-La-Jolla-CA-92037/16840137_zpid/
Condominium,3,3.0,1818,,"$1,099,000",2406 Torrey Pines Rd UNIT 154,LA JOLLA,CA,32.85085,-117.24992,0.7029591976805252,1.7 mi,7 mins,2015,01/30/2019,-9166,05/26/2015,934000,1049263,2019-01-31,125787276,https://www.zillow.com/homedetails/2406-Torrey-Pines-Rd-UNIT-154-La-Jolla-CA-92037/125787276_zpid/
Condominium,2,2.0,1737,,"$1,100,000",1001 Genter St UNIT 1G,LA JOLLA,CA,32.836669,-117.271026,0.6187567228752008,0.7 mi,4 mins,1966,01/30/2019,-109931,01/22/2007,775000,1274378,2019-01-31,16849585,https://www.zillow.com/homedetails/1001-Genter-St-UNIT-1G-La-Jolla-CA-92037/16849585_zpid/
Condominium,3,3.0,2593,17903,"$1,150,000",1478 Caminito Solidago,LA JOLLA,CA,32.819986,-117.251273,1.9148450113512308,3.4 mi,11 mins,1986,01/30/2019,-192553,10/19/2015,979000,1128956,2019-01-31,16858249,https://www.zillow.com/homedetails/1478-Caminito-Solidago-La-Jolla-CA-92037/16858249_zpid/
Condominium,2,2.0,1204,8359,"$1,150,000",305 Prospect St,LA JOLLA,CA,32.84035,-117.279906,0.12848235396780003,0.5 mi,2 mins,1974,01/30/2019,-5521,05/03/2018,886000,1116733,2019-01-31,16848626,https://www.zillow.com/homedetails/305-Prospect-St-La-Jolla-CA-92037/16848626_zpid/
Townhouse,4,3.0,1824,3998,"$1,199,888",8746 Caminito Sueno,LA JOLLA,CA,32.866483,-117.238585,1.6961373742647392,3.8 mi,12 mins,1974,01/30/2019,220753,07/07/2014,620000,1081141,2019-01-31,16836097,https://www.zillow.com/homedetails/8746-Caminito-Sueno-La-Jolla-CA-92037/16836097_zpid/
SingleFamily,2,2.0,1160,3998,"$1,249,000",6762 Tyrian St,La Jolla,CA,32.829998,-117.276085,0.32137893921990995,1.2 mi,5 mins,2018,01/30/2019,46376,,,1638581,2019-01-31,2089705875,https://www.zillow.com/homedetails/6762-Tyrian-St-La-Jolla-CA-92037/2089705875_zpid/
Condominium,3,2.0,1519,1,"$1,249,000",2130 Vallecitos UNIT 244,LA JOLLA,CA,32.855334,-117.256713,0.39240278416792407,1.8 mi,8 mins,1972,01/30/2019,-16928,02/19/2016,1060000,1278794,2019-01-31,16838727,https://www.zillow.com/homedetails/2130-Vallecitos-UNIT-244-La-Jolla-CA-92037/16838727_zpid/
Condominium,3,2.0,1252,,"$1,250,000",408 Bonair St,LA JOLLA,CA,32.830883,-117.277667,0.21980593989048935,1.2 mi,5 mins,1961,01/30/2019,12627,04/27/2011,540000,1217631,2019-01-31,16849982,https://www.zillow.com/homedetails/408-Bonair-St-La-Jolla-CA-92037/16849982_zpid/
MultiFamily2To4,3,2.0,1800,103485,"$1,250,000",6349 Via Cabrera,LA JOLLA,CA,32.832576,-117.246041,1.570634687166838,2.5 mi,9 mins,1983,01/30/2019,-5374,08/12/1994,305000,1221636,2019-01-31,16858034,https://www.zillow.com/homedetails/6349-Via-Cabrera-La-Jolla-CA-92037/16858034_zpid/
SingleFamily,3,2.0,1560,8102,"$1,250,000",5439 La Jolla Mesa Dr,LA JOLLA,CA,32.813572,-117.259567,1.7591259055131019,3.1 mi,10 mins,1941,01/30/2019,-22625,03/26/1997,274500,1343105,2019-01-31,16856371,https://www.zillow.com/homedetails/5439-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/16856371_zpid/
Condominium,2,3.0,2310,,"$1,250,000",8215 Caminito Lacayo,LA JOLLA,CA,32.856462,-117.242859,1.1561971945779383,3.1 mi,10 mins,1975,01/30/2019,-43474,,,1189509,2019-01-31,16840000,https://www.zillow.com/homedetails/8215-Caminito-Lacayo-La-Jolla-CA-92037/16840000_zpid/
VacantResidentialLand,,,,10890,"$1,250,000",8356 Sugarman Dr LOT 57,La Jolla,CA,32.858334,-117.238814,1.4190171331630952,3.7 mi,11 mins,,01/01/1970,,,,,2019-01-31,2087306108,https://www.zillow.com/homedetails/8356-Sugarman-Dr-LOT-57-La-Jolla-CA-92037/2087306108_zpid/
Condominium,2,2.0,1142,16433,"$1,250,000",800 Prospect St UNIT 1C,LA JOLLA,CA,32.845546,-117.276924,0.11136596024196936,0.4 mi,3 mins,1964,01/30/2019,-12020,08/12/2016,1150000,1302010,2019-01-31,16847902,https://www.zillow.com/homedetails/800-Prospect-St-UNIT-1C-La-Jolla-CA-92037/16847902_zpid/
SingleFamily,3,3.0,2469,3484,"$1,285,000",5417 Caminito Bayo,LA JOLLA,CA,32.81429,-117.252642,2.039376217428281,3.9 mi,13 mins,2000,01/30/2019,-8773,02/10/2010,1015000,1417420,2019-01-31,16858534,https://www.zillow.com/homedetails/5417-Caminito-Bayo-La-Jolla-CA-92037/16858534_zpid/
VacantResidentialLand,,,,7501,"$1,350,000",627 Colima St LOT 4,La Jolla,CA,32.811664,-117.263634,1.6996951762217145,2.9 mi,10 mins,,01/01/1970,,,,,2019-01-31,2086598184,https://www.zillow.com/homedetails/627-Colima-St-LOT-4-La-Jolla-CA-92037/2086598184_zpid/
VacantResidentialLand,,,,7501,"$1,350,000",623 Colima St LOT 4,La Jolla,CA,32.811593,-117.263539,1.7069452011906185,2.9 mi,10 mins,,01/01/1970,,,,,2019-01-31,2086598302,https://www.zillow.com/homedetails/623-Colima-St-LOT-4-La-Jolla-CA-92037/2086598302_zpid/
VacantResidentialLand,,,,10890,"$1,375,000",1510 Copa De Oro Dr,La Jolla,CA,32.817917,-117.255745,1.751114709081952,3.1 mi,11 mins,,01/01/1970,,,,,2019-01-31,99464806,https://www.zillow.com/homedetails/1510-Copa-De-Oro-Dr-La-Jolla-CA-92037/99464806_zpid/
VacantResidentialLand,,,,10890,"$1,375,000",1510 Copa De Oro Dr LOT 84,La Jolla,CA,32.817917,-117.255745,1.751114709081952,3.1 mi,11 mins,,01/01/1970,,,,,2019-01-31,2088946917,https://www.zillow.com/homedetails/1510-Copa-De-Oro-Dr-LOT-84-La-Jolla-CA-92037/2088946917_zpid/
SingleFamily,3,2.0,1154,3998,"$1,395,000",539 Westbourne St,LA JOLLA,CA,32.832793,-117.275991,0.33490249065557115,1.1 mi,5 mins,1943,01/30/2019,-93920,11/05/1998,375000,1405885,2019-01-31,16849919,https://www.zillow.com/homedetails/539-Westbourne-St-La-Jolla-CA-92037/16849919_zpid/
Condominium,2,2.0,992,6795,"$1,395,000",457 Coast Blvd UNIT 403,LA JOLLA,CA,32.843201,-117.280089,0.054499257423937485,0.7 mi,4 mins,1970,01/30/2019,21937,08/24/2011,675000,1398498,2019-01-31,16848298,https://www.zillow.com/homedetails/457-Coast-Blvd-UNIT-403-La-Jolla-CA-92037/16848298_zpid/
SingleFamily,3,3.0,2786,6411,"$1,397,000",6013 Oakgate Row,LA JOLLA,CA,32.830691,-117.235786,2.094887251412318,3.4 mi,12 mins,1998,01/30/2019,-11594,07/11/2003,830000,1379800,2019-01-31,16858133,https://www.zillow.com/homedetails/6013-Oakgate-Row-La-Jolla-CA-92037/16858133_zpid/
SingleFamily,3,2.0,1406,7501,"$1,399,000",5433 Taft Ave,LA JOLLA,CA,32.812997,-117.261654,1.7028729012733428,3.0 mi,10 mins,1951,01/30/2019,10832,,,1352347,2019-01-31,16856236,https://www.zillow.com/homedetails/5433-Taft-Ave-La-Jolla-CA-92037/16856236_zpid/
Condominium,2,2.0,992,,"$1,425,000",457 Coast Blvd UNIT 503,LA JOLLA,CA,32.843201,-117.280089,0.054499257423937485,0.7 mi,4 mins,1970,01/30/2019,21254,06/20/2011,925000,1398534,2019-01-31,16848301,https://www.zillow.com/homedetails/457-Coast-Blvd-UNIT-503-La-Jolla-CA-92037/16848301_zpid/
SingleFamily,3,2.0,2518,10890,"$1,449,000",6083 Oakgate Row,LA JOLLA,CA,32.83151,-117.234881,2.1022624702138466,3.5 mi,12 mins,1998,01/30/2019,-18058,12/21/2016,1100000,1377477,2019-01-31,16858128,https://www.zillow.com/homedetails/6083-Oakgate-Row-La-Jolla-CA-92037/16858128_zpid/
SingleFamily,4,4.0,2939,6506,"$1,449,000",6037 Greenhedge Row,LA JOLLA,CA,32.83045,-117.234341,2.1713019519731067,3.5 mi,12 mins,1997,01/30/2019,-6694,12/08/2004,1150000,1417925,2019-01-31,16858175,https://www.zillow.com/homedetails/6037-Greenhedge-Row-La-Jolla-CA-92037/16858175_zpid/
SingleFamily,3,3.0,2298,5600,"$1,450,000",1309 Kaimalino Ln,SAN DIEGO,CA,32.813603,-117.250918,2.1487118614762815,3.9 mi,13 mins,1979,01/30/2019,-5685,05/26/2015,1255000,1379886,2019-01-31,16909862,https://www.zillow.com/homedetails/1309-Kaimalino-Ln-San-Diego-CA-92109/16909862_zpid/
SingleFamily,4,3.0,1811,7501,"$1,459,000",7904 Calle De La Plata,LA JOLLA,CA,32.850367,-117.256185,0.35015389792836676,1.3 mi,5 mins,1990,01/30/2019,-48330,05/29/2018,1317747,2420745,2019-01-31,16839251,https://www.zillow.com/homedetails/7904-Calle-De-La-Plata-La-Jolla-CA-92037/16839251_zpid/
SingleFamily,4,2.0,2648,10890,"$1,475,000",5735 Soledad Mountain Rd,LA JOLLA,CA,32.825065,-117.236573,2.3247672707136107,3.4 mi,10 mins,1970,01/30/2019,12805,,,1445610,2019-01-31,16856996,https://www.zillow.com/homedetails/5735-Soledad-Mountain-Rd-La-Jolla-CA-92037/16856996_zpid/
SingleFamily,4,3.0,1945,3998,"$1,489,000",6752 Tyrian St,La Jolla,CA,32.829963,-117.27608,0.3222878536653275,1.2 mi,5 mins,2000,01/30/2019,-19705,,,1766003,2019-01-31,2110940541,https://www.zillow.com/homedetails/6752-Tyrian-St-La-Jolla-CA-92037/2110940541_zpid/
SingleFamily,3,3.0,1729,7501,"$1,495,000",743 Bonair Way APT A,LA JOLLA,CA,32.831774,-117.272956,0.4939408079654576,1.2 mi,6 mins,1974,01/30/2019,303061,,,1658441,2019-01-31,16850048,https://www.zillow.com/homedetails/743-Bonair-Way-APT-A-La-Jolla-CA-92037/16850048_zpid/
Condominium,2,2.0,1194,33105,"$1,500,000",220 Coast Blvd UNIT 1B,LA JOLLA,CA,32.839776,-117.281614,0.03600157736817959,0.6 mi,3 mins,1959,01/30/2019,-260286,03/26/2014,1100000,1493691,2019-01-31,16848891,https://www.zillow.com/homedetails/220-Coast-Blvd-UNIT-1B-La-Jolla-CA-92037/16848891_zpid/
SingleFamily,3,2.0,1748,10890,"$1,525,000",537 Westbourne St,LA JOLLA,CA,32.832793,-117.275991,0.33490249065557115,1.1 mi,5 mins,1957,01/30/2019,-25388,08/14/1996,365000,1488712,2019-01-31,16849918,https://www.zillow.com/homedetails/537-Westbourne-St-La-Jolla-CA-92037/16849918_zpid/
SingleFamily,4,2.5,2377,3484,$1.53M,1040 Van Nuys St,SAN DIEGO,CA,32.81272,-117.255478,1.9750229566910675,3.5 mi,12 mins,2004,01/30/2019,-15953,10/29/2004,1050000,1737019,2019-01-31,52515705,https://www.zillow.com/homedetails/1040-Van-Nuys-St-San-Diego-CA-92109/52515705_zpid/
SingleFamily,5,4.0,3107,7501,"$1,549,000",6005 Hillpointe Row,LA JOLLA,CA,32.83037,-117.235585,2.117842849807056,3.4 mi,11 mins,1997,01/30/2019,11726,08/07/2018,1205000,1536537,2019-01-31,16858162,https://www.zillow.com/homedetails/6005-Hillpointe-Row-La-Jolla-CA-92037/16858162_zpid/
SingleFamily,2,1.0,830,7501,"$1,550,000",6520 Tyrian St,LA JOLLA,CA,32.827509,-117.275364,0.4347185463497206,1.4 mi,7 mins,1948,01/30/2019,18366,,,1471012,2019-01-31,16850470,https://www.zillow.com/homedetails/6520-Tyrian-St-La-Jolla-CA-92037/16850470_zpid/
SingleFamily,4,3.0,2699,6534,"$1,550,000",1329 Caminito Faro,LA JOLLA,CA,32.816029,-117.251168,2.0460455532183843,3.8 mi,11 mins,1995,01/30/2019,-115635,06/16/1995,460000,1589928,2019-01-31,16858394,https://www.zillow.com/homedetails/1329-Caminito-Faro-La-Jolla-CA-92037/16858394_zpid/
SingleFamily,4,3.0,2826,21780,"$1,550,000",1699 Nautilus St,LA JOLLA,CA,32.831632,-117.258829,1.2739144808456193,1.6 mi,6 mins,1981,01/30/2019,-15858,11/09/2006,700000,1922520,2019-01-31,16851744,https://www.zillow.com/homedetails/1699-Nautilus-St-La-Jolla-CA-92037/16851744_zpid/
Condominium,4,3.0,2685,,"$1,575,000",9712 Claiborne Sq,LA JOLLA,CA,32.881757,-117.245572,2.280130435702201,4.2 mi,13 mins,1989,01/30/2019,-10387,12/19/2014,1325000,1505396,2019-01-31,17204077,https://www.zillow.com/homedetails/9712-Claiborne-Sq-La-Jolla-CA-92037/17204077_zpid/
SingleFamily,3,1.0,1190,8712,"$1,595,000",835 Midway St,LA JOLLA,CA,32.81364,-117.261831,1.663287444170441,3.0 mi,10 mins,1949,01/30/2019,155923,04/13/1995,260000,1521765,2019-01-31,16856244,https://www.zillow.com/homedetails/835-Midway-St-La-Jolla-CA-92037/16856244_zpid/
Condominium,2,2.0,1941,50042,"$1,595,000",1001 Genter St UNIT 8D,La Jolla,CA,32.836669,-117.271026,0.6187567228752008,0.7 mi,4 mins,1966,01/30/2019,-75886,,,1529816,2019-01-31,16849645,https://www.zillow.com/homedetails/1001-Genter-St-UNIT-8D-La-Jolla-CA-92037/16849645_zpid/
SingleFamily,4,3.0,2652,7501,"$1,595,000",7345 Draper Ave,LA JOLLA,CA,32.837755,-117.275033,0.39151183030045383,0.6 mi,4 mins,1957,01/30/2019,-4493,06/06/2008,865500,1898876,2019-01-31,16851219,https://www.zillow.com/homedetails/7345-Draper-Ave-La-Jolla-CA-92037/16851219_zpid/
MultiFamily2To4,2,2.0,,3998,"$1,599,000",376 378 Nautilus,La Jolla,CA,32.831605,-117.27814,0.1934366177747434,1.2 mi,5 mins,1950,01/30/2019,,,,1613870,2019-01-31,2087784785,https://www.zillow.com/homedetails/376-378-Nautilus-La-Jolla-CA-92037/2087784785_zpid/
SingleFamily,3,3.0,2571,7501,"$1,599,000",1323 Caminito Faro,LA JOLLA,CA,32.816038,-117.251332,2.0375519811776446,3.8 mi,12 mins,1995,01/30/2019,-27438,07/21/1997,523500,1593419,2019-01-31,16858395,https://www.zillow.com/homedetails/1323-Caminito-Faro-La-Jolla-CA-92037/16858395_zpid/
SingleFamily,3,2.0,1235,7501,"$1,599,000",5429 Bellevue Ave,LA JOLLA,CA,32.812668,-117.262569,1.6847030135404373,2.9 mi,10 mins,1952,01/30/2019,169309,,,1527905,2019-01-31,16856216,https://www.zillow.com/homedetails/5429-Bellevue-Ave-La-Jolla-CA-92037/16856216_zpid/
SingleFamily,4,4.0,2059,3998,"$1,599,900",6756 Tyrian St,La Jolla,CA,32.830016,-117.27612,0.3190964608895252,1.3 mi,5 mins,2018,01/30/2019,-730,,,1864910,2019-01-31,2089695298,https://www.zillow.com/homedetails/6756-Tyrian-St-La-Jolla-CA-92037/2089695298_zpid/
Condominium,3,3.0,2611,4356,"$1,625,000",5418 Caminito Bayo,LA JOLLA,CA,32.814428,-117.253079,2.01312336971274,4.0 mi,13 mins,2009,01/30/2019,-21309,03/03/2016,1440000,1621432,2019-01-31,16858529,https://www.zillow.com/homedetails/5418-Caminito-Bayo-La-Jolla-CA-92037/16858529_zpid/
CondominiumCondominium,22,2.02.0,18271827,59263,"$1,649,000",5430 La Jolla Blvd UNIT C202 5430 La Jolla Blvd UNIT C202,LA JOLLA La Jolla,CA CA,32.81141432,-117.267247,1.595656687584922,2.8 mi,9 mins,20052005,01/30/201901/30/2019,-760515546,06/17/201606/17/2016,12000001230000,16618971518147,2019-01-31,636591772106630069,https://www.zillow.com/homedetails/5430-La-Jolla-Blvd-UNIT-C202-La-Jolla-CA-92037/63659177_zpid/https://www.zillow.com/homedetails/5430-La-Jolla-Blvd-UNIT-C202-La-Jolla-CA-92037/2106630069_zpid/
SingleFamily,5,4.0,4145,31498,"$2,695,000",1032 Skylark Dr,LA JOLLA,CA,32.817557,-117.261079,1.5114804565788094,3.1 mi,11 mins,1962,01/30/2019,-22938,06/13/2014,1150000,2917000,2019-01-31,16855837,https://www.zillow.com/homedetails/1032-Skylark-Dr-La-Jolla-CA-92037/16855837_zpid/
SingleFamily,3,4.0,2115,7501,"$2,695,000",5606 Dolphin Pl,LA JOLLA,CA,32.814042,-117.271106,1.3280955858442638,2.5 mi,9 mins,1939,01/30/2019,-47568,12/01/2009,1150000,2368159,2019-01-31,16855626,https://www.zillow.com/homedetails/5606-Dolphin-Pl-La-Jolla-CA-92037/16855626_zpid/
SingleFamily,4,4.0,2650,10890,"$2,695,000",7156 Eads Ave,La Jolla,CA,32.835865,-117.273754,0.4567966696310157,0.7 mi,4 mins,1930,01/30/2019,,,,2609259,2019-01-31,2086190442,https://www.zillow.com/homedetails/7156-Eads-Ave-La-Jolla-CA-92037/2086190442_zpid/
SingleFamily,4,5.0,3096,4591,"$2,698,000",374 Bonair St,LA JOLLA,CA,32.830815,-117.278134,0.1934118056097873,1.2 mi,6 mins,2004,01/30/2019,-21522,05/12/2017,2455000,2621167,2019-01-31,63519658,https://www.zillow.com/homedetails/374-Bonair-St-La-Jolla-CA-92037/63519658_zpid/
SingleFamily,3,3.0,2344,4791,"$2,698,000",5648 Linda Rosa Ave,LA JOLLA,CA,32.815848,-117.264625,1.441072771522886,2.9 mi,10 mins,2014,01/30/2019,-360762,05/01/2015,2500000,2741479,2019-01-31,16855774,https://www.zillow.com/homedetails/5648-Linda-Rosa-Ave-La-Jolla-CA-92037/16855774_zpid/
SingleFamily,3,4.0,3292,10890,"$2,700,000",1579 Alta La Jolla Dr,LA JOLLA,CA,32.820396,-117.247946,2.082670115274286,3.4 mi,11 mins,1977,01/30/2019,-20607,12/09/2016,2500000,2768769,2019-01-31,16857893,https://www.zillow.com/homedetails/1579-Alta-La-Jolla-Dr-La-Jolla-CA-92037/16857893_zpid/
SingleFamily,3,3.0,2515,7501,"$2,750,000",1299 Virginia Way,LA JOLLA,CA,32.843859,-117.268839,0.3767011942225911,0.5 mi,4 mins,1929,01/30/2019,-34067,12/31/2007,2012000,2599866,2019-01-31,16848753,https://www.zillow.com/homedetails/1299-Virginia-Way-La-Jolla-CA-92037/16848753_zpid/
VacantResidentialLand,,,,10890,"$2,795,000",6389 Castejon Dr LOT 86,La Jolla,CA,32.832544,-117.249273,1.4542868189572955,2.4 mi,8 mins,,01/01/1970,,,,,2019-01-31,2086933775,https://www.zillow.com/homedetails/6389-Castejon-Dr-LOT-86-La-Jolla-CA-92037/2086933775_zpid/
SingleFamily,6,6.0,6608,10890,"$2,795,000",6389 Castejon Dr,LA JOLLA,CA,32.832544,-117.249273,1.4542868189572955,2.4 mi,8 mins,2019,01/30/2019,432716,07/02/2018,1760000,4057632,2019-01-31,16851849,https://www.zillow.com/homedetails/6389-Castejon-Dr-La-Jolla-CA-92037/16851849_zpid/
