Property Type,Beds,Bath,House Sqft,Lot Sqft,Price,Address,City,State,Lat,Lon,Ocean Distance,Year Built,Last Updated,Value Change Last 30 Days,Last Sold Date,Last Sold Price,Zestimate,Date Scraped,Id,Url
VacantResidentialLand,2,,909,7405,"$3,300,000 ",1271 Cave St,LA JOLLA,CA,32.847898,-117.270578,0.144878287,2010,1/1/1970,,,,,1/21/2019,16848019,https://www.zillow.com/homedetails/1271-Cave-St-La-Jolla-CA-92037/16848019_zpid/
SingleFamily,5,5,5080,10890,"$3,350,000 ",7695 Hillside Dr,LA JOLLA,CA,32.846688,-117.259092,0.348773063,2003,1/20/2019,-18701,5/16/2016,2900000,3340253,1/21/2019,16851264,https://www.zillow.com/homedetails/7695-Hillside-Dr-La-Jolla-CA-92037/16851264_zpid/
SingleFamily,5,6,4554,21780,"$3,450,000 ",5931 Citadel Cir,LA JOLLA,CA,32.823822,-117.255923,1.566376306,1961,1/20/2019,-108621,7/24/2002,2300000,3381325,1/21/2019,16856564,https://www.zillow.com/homedetails/5931-Citadel-Cir-La-Jolla-CA-92037/16856564_zpid/
SingleFamily,4,3,3744,6242,"$3,485,000 ",2312 Camino Del Collado,LA JOLLA,CA,32.861779,-117.252859,0.87075257,1990,1/20/2019,-127501,3/11/2005,2200000,3513242,1/21/2019,16838508,https://www.zillow.com/homedetails/2312-Camino-Del-Collado-La-Jolla-CA-92037/16838508_zpid/
SingleFamily,5,6,4028,29098,"$3,488,000 ",6151 La Pintura Dr,LA JOLLA,CA,32.826756,-117.250858,1.75066612,,1/20/2019,-4835,3/23/2016,50000,3387541,1/21/2019,16856498,https://www.zillow.com/homedetails/6151-La-Pintura-Dr-La-Jolla-CA-92037/16856498_zpid/
SingleFamily,5,5,4210,21780,"$3,495,000 ",6741 Avenida Manana,LA JOLLA,CA,32.832136,-117.266251,0.884004434,1991,1/20/2019,-25628,12/20/1996,825000,3444194,1/21/2019,16850245,https://www.zillow.com/homedetails/6741-Avenida-Manana-La-Jolla-CA-92037/16850245_zpid/
SingleFamily,5,3,2232,7501,"$3,499,000 ",8418 Paseo Del Ocaso,LA JOLLA,CA,32.859426,-117.254691,0.677173649,1980,1/20/2019,-146984,9/2/2011,2600000,3089013,1/21/2019,16838434,https://www.zillow.com/homedetails/8418-Paseo-Del-Ocaso-La-Jolla-CA-92037/16838434_zpid/
SingleFamily,6,6.5,5950,10340,"$3,500,000 ",946 Havenhurst Dr,LA JOLLA,CA,32.824182,-117.268315,0.902701851,1983,1/20/2019,-190377,,,4046451,1/21/2019,16854826,https://www.zillow.com/homedetails/946-Havenhurst-Dr-La-Jolla-CA-92037/16854826_zpid/
SingleFamily,3,3,1645,7501,"$3,500,000 ",2049 Paseo Dorado,LA JOLLA,CA,32.852373,-117.256562,0.317210904,1948,1/20/2019,-56658,2/9/1999,720000,3067292,1/21/2019,16839228,https://www.zillow.com/homedetails/2049-Paseo-Dorado-La-Jolla-CA-92037/16839228_zpid/
Condominium,2,2,2680,,"$3,550,000 ",939 Coast Blvd UNIT 14A,LA JOLLA,CA,32.847897,-117.276197,0.044585655,1966,1/20/2019,327027,12/18/1995,1050000,3712412,1/21/2019,16847748,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-14A-La-Jolla-CA-92037/16847748_zpid/
SingleFamily,4,5,3174,10030,"$3,550,000 ",1730 Valdes Dr,LA JOLLA,CA,32.845108,-117.260839,0.35844884,1990,1/20/2019,150713,10/17/2017,2650000,2929681,1/21/2019,16848833,https://www.zillow.com/homedetails/1730-Valdes-Dr-La-Jolla-CA-92037/16848833_zpid/
SingleFamily,5,3,3095,17359,"$3,595,000 ",7770 Sierra Mar Dr,LA JOLLA,CA,32.847932,-117.261808,0.171078752,1921,1/20/2019,-16901,12/17/2013,2600000,3267214,1/21/2019,16848276,https://www.zillow.com/homedetails/7770-Sierra-Mar-Dr-La-Jolla-CA-92037/16848276_zpid/
SingleFamily,6,8,6353,21780,"$3,650,000 ",6364 La Pintura Dr,LA JOLLA,CA,32.830426,-117.252893,1.470948346,1990,1/20/2019,88247,9/23/2015,3560000,4135434,1/21/2019,16851805,https://www.zillow.com/homedetails/6364-La-Pintura-Dr-La-Jolla-CA-92037/16851805_zpid/
SingleFamily,5,7,4880,10890,"$3,685,000 ",5594 Soledad Rd,LA JOLLA,CA,32.82059,-117.241064,2.404617079,2018,1/20/2019,-47733,8/5/2015,1500000,3378256,1/21/2019,16856734,https://www.zillow.com/homedetails/5594-Soledad-Rd-La-Jolla-CA-92037/16856734_zpid/
SingleFamily,6,7,6182,10454,"$3,695,000 ",934 La Jolla Rancho Rd,LA JOLLA,CA,32.820203,-117.26425,1.253845092,2018,1/20/2019,49755,,,4742418,1/21/2019,16855328,https://www.zillow.com/homedetails/934-La-Jolla-Rancho-Rd-La-Jolla-CA-92037/16855328_zpid/
SingleFamily,3,4,3440,10890,"$3,695,000 ",2006 Olite Ct,La Jolla,CA,32.83045,-117.252112,1.490001231,1995,1/20/2019,-85318,5/11/2017,2500000,2758082,1/21/2019,16851817,https://www.zillow.com/homedetails/2006-Olite-Ct-La-Jolla-CA-92037/16851817_zpid/
SingleFamily,5,6,4276,26571,"$3,750,000 ",9525 La Jolla Farms Rd,LA JOLLA,CA,32.876922,-117.244265,2.019059158,1983,1/20/2019,-13527,5/9/1997,845000,3590780,1/21/2019,16834469,https://www.zillow.com/homedetails/9525-La-Jolla-Farms-Rd-La-Jolla-CA-92037/16834469_zpid/
SingleFamily,5,5,4620,10890,"$3,799,000 ",5943 Folsom Dr,LA JOLLA,CA,32.820711,-117.268758,1.032567434,2003,1/20/2019,-122023,8/16/2007,2600000,3734032,1/21/2019,52514337,https://www.zillow.com/homedetails/5943-Folsom-Dr-La-Jolla-CA-92037/52514337_zpid/
Condominium,3,3,2900,36755,"$3,850,000 ",939 Coast Blvd UNIT 7A,LA JOLLA,CA,32.847897,-117.276197,0.044585655,1966,1/20/2019,-170505,11/4/2013,3500000,3839179,1/21/2019,16847697,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-7A-La-Jolla-CA-92037/16847697_zpid/
SingleFamily,4,6,3856,7840,"$3,875,000 ",1224 Virginia Way,LA JOLLA,CA,32.843505,-117.270113,0.409033062,2018,1/20/2019,13102,6/29/2018,2950000,3804571,1/21/2019,16848382,https://www.zillow.com/homedetails/1224-Virginia-Way-La-Jolla-CA-92037/16848382_zpid/
SingleFamily,4,5,4106,11383,"$3,880,000 ",7480 Country Club Dr,LA JOLLA,CA,32.842154,-117.264144,0.49789423,1985,1/20/2019,58591,,,3681936,1/21/2019,16849121,https://www.zillow.com/homedetails/7480-Country-Club-Dr-La-Jolla-CA-92037/16849121_zpid/
SingleFamily,5,5,3615,7501,"$3,895,000 ",1208 Virginia Way,LA JOLLA,CA,32.843203,-117.27028,0.43142916,2018,1/20/2019,76603,1/17/2017,1535000,3841278,1/21/2019,16848380,https://www.zillow.com/homedetails/1208-Virginia-Way-La-Jolla-CA-92037/16848380_zpid/
SingleFamily,4,4,3769,5492,"$3,895,000 ",8360 La Jolla Shores Dr,LA JOLLA,CA,32.858489,-117.253886,0.660314224,2013,1/20/2019,-37059,4/30/1999,525000,3727509,1/21/2019,16838622,https://www.zillow.com/homedetails/8360-La-Jolla-Shores-Dr-La-Jolla-CA-92037/16838622_zpid/
SingleFamily,5,5,2937,10890,"$3,900,000 ",355 Via Del Norte,LA JOLLA,CA,32.822634,-117.27667,0.652798355,1951,1/20/2019,-18254,,,3748491,1/21/2019,16854714,https://www.zillow.com/homedetails/355-Via-Del-Norte-La-Jolla-CA-92037/16854714_zpid/
SingleFamily,5,6,3558,7501,"$3,950,000 ",1876 Little St,La Jolla,CA,32.850054,-117.259416,0.190464082,2006,1/20/2019,,,,3931419,1/21/2019,2087620090,https://www.zillow.com/homedetails/1876-Little-St-La-Jolla-CA-92037/2087620090_zpid/
SingleFamily,6,5,4462,6534,"$3,995,000 ",7228 Eads Ave,La Jolla,CA,32.836433,-117.274142,0.437226098,2018,1/20/2019,167996,,,4031509,1/21/2019,2097495725,https://www.zillow.com/homedetails/7228-Eads-Ave-La-Jolla-CA-92037/2097495725_zpid/
SingleFamily,5,5,5956,10890,"$3,995,000 ",838 Forward St,LA JOLLA,CA,32.815337,-117.263763,1.501008505,2004,1/20/2019,226283,11/20/2014,2950000,4040807,1/21/2019,16856030,https://www.zillow.com/homedetails/838-Forward-St-La-Jolla-CA-92037/16856030_zpid/
SingleFamily,5,8,6847,20538,"$3,995,000 ",1640 El Camino Del Teatro,LA JOLLA,CA,32.82943,-117.258347,1.346030827,1993,1/20/2019,49410,6/20/1997,1475000,5070765,1/21/2019,16851396,https://www.zillow.com/homedetails/1640-El-Camino-Del-Teatro-La-Jolla-CA-92037/16851396_zpid/
SingleFamily,6,9,5761,19602,"$3,995,000 ",6665 Via Estrada,LA JOLLA,CA,32.832312,-117.254895,1.303609726,2003,1/20/2019,195303,9/15/1997,575000,4683235,1/21/2019,16852043,https://www.zillow.com/homedetails/6665-Via-Estrada-La-Jolla-CA-92037/16852043_zpid/
SingleFamily,5,5,3800,7501,"$3,995,000 ",1545 Virginia Way,La Jolla,CA,32.846907,-117.265792,0.156482158,2018,1/20/2019,679046,,,3816800,1/21/2019,99546935,https://www.zillow.com/homedetails/1545-Virginia-Way-La-Jolla-CA-92037/99546935_zpid/
Townhouse,3,2,1800,6938,"$3,997,000 ",939 Coast Blvd UNIT 101,LA JOLLA,CA,32.848193,-117.275946,0.037226098,1997,1/20/2019,-28338,9/12/2018,3650000,1716203,1/21/2019,49942082,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-101-La-Jolla-CA-92037/49942082_zpid/
SingleFamily,5,3,2843,10890,"$4,195,000 ",8588 Prestwick Dr,LA JOLLA,CA,32.862901,-117.245226,1.239682595,1971,1/20/2019,737470,10/27/2014,3100000,3793960,1/21/2019,16839821,https://www.zillow.com/homedetails/8588-Prestwick-Dr-La-Jolla-CA-92037/16839821_zpid/
SingleFamily,4,5,3585,7501,"$4,200,000 ",8352 La Jolla Shores Dr,LA JOLLA,CA,32.858353,-117.253892,0.65349515,2019,1/20/2019,1426389,,,3788346,1/21/2019,35971902,https://www.zillow.com/homedetails/8352-La-Jolla-Shores-Dr-La-Jolla-CA-92037/35971902_zpid/
SingleFamily,3,6,4812,71002,"$4,295,000 ",6105 La Jolla Scenic Dr S,LA JOLLA,CA,32.827089,-117.25318,1.664848916,1952,1/20/2019,14510,11/25/2012,4310000,3906439,1/21/2019,16856465,https://www.zillow.com/homedetails/6105-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/16856465_zpid/
MultiFamily2To4,0,,3900,14810,"$4,350,000 ",7210 La Jolla Blvd,La Jolla,CA,32.835347,-117.278025,0.209259001,1917,1/20/2019,846667,,,3776199,1/21/2019,2141981427,https://www.zillow.com/homedetails/7210-La-Jolla-Blvd-La-Jolla-CA-92037/2141981427_zpid/
SingleFamily,5,6,4921,7050,"$4,395,000 ",1630 Crespo Dr,LA JOLLA,CA,32.845001,-117.264044,0.31334902,1957,1/20/2019,85451,12/14/2012,3100000,4398897,1/21/2019,16848451,https://www.zillow.com/homedetails/1630-Crespo-Dr-La-Jolla-CA-92037/16848451_zpid/
SingleFamily,5,6,5834,12196,"$4,395,000 ",7124 Country Club Dr,LA JOLLA,CA,32.83811,-117.261215,0.806683337,2003,1/20/2019,14933,12/24/2009,2700000,4783924,1/21/2019,16851573,https://www.zillow.com/homedetails/7124-Country-Club-Dr-La-Jolla-CA-92037/16851573_zpid/
SingleFamily,5,5,6583,10890,"$4,400,000 ",1532 El Camino Del Teatro,LA JOLLA,CA,32.830195,-117.260954,1.191138448,2003,1/20/2019,-153639,5/31/2006,6879000,4758273,1/21/2019,16851726,https://www.zillow.com/homedetails/1532-El-Camino-Del-Teatro-La-Jolla-CA-92037/16851726_zpid/
SingleFamily,4,3,3200,10890,"$4,450,000 ",7146 La Jolla Scenic Dr S,LA JOLLA,CA,32.844488,-117.244931,1.110378516,1998,1/20/2019,-19319,12/1/2014,3500000,4445974,1/21/2019,16852425,https://www.zillow.com/homedetails/7146-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/16852425_zpid/
SingleFamily,4,5,4588,7501,"$4,450,000 ",1233 Silverado St,LA JOLLA,CA,32.846623,-117.27066,0.216759446,1987,1/20/2019,-65207,,,4399678,1/21/2019,16848155,https://www.zillow.com/homedetails/1233-Silverado-St-La-Jolla-CA-92037/16848155_zpid/
CondominiumCondominium,22,3.54.0,23702370,,"$4,495,000 ",1020 Prospect St UNIT 102 1020 Prospect St UNIT 102,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.099877078,20172017,01/20/201901/20/2019,-399366,,,3.99957E+13,1/21/2019,2.50196E+18,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-102-La-Jolla-CA-92037/250196456_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-102-La-Jolla-CA-92037/2091314595_zpid/
SingleFamily,4,5,4651,12200,"$4,500,000 ",5780 Rutgers Rd,LA JOLLA,CA,32.82013,-117.255139,1.707465622,1962,1/20/2019,-108622,5/23/2017,1750000,3830370,1/21/2019,16856626,https://www.zillow.com/homedetails/5780-Rutgers-Rd-La-Jolla-CA-92037/16856626_zpid/
Condominium,2,2,2444,,"$4,500,000 ",939 Coast Blvd UNIT 8A,LA JOLLA,CA,32.847897,-117.276197,0.044585655,1966,1/20/2019,-12179,11/19/2003,2200000,3542987,1/21/2019,16847706,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-8A-La-Jolla-CA-92037/16847706_zpid/
SingleFamily,7,10,6900,,"$4,695,000 ",7740 Eads Ave,La Jolla,CA,32.84373,-117.276502,0.166085803,2003,1/20/2019,182094,3/29/2015,1500000,6130414,1/21/2019,2144458336,https://www.zillow.com/homedetails/7740-Eads-Ave-La-Jolla-CA-92037/2144458336_zpid/
SingleFamily,7,5,7654,10890,"$4,750,000 ",5751 Chelsea Ave,LA JOLLA,CA,32.816484,-117.27198,1.155037259,2003,1/20/2019,-268887,11/12/1998,715000,4997274,1/21/2019,16855430,https://www.zillow.com/homedetails/5751-Chelsea-Ave-La-Jolla-CA-92037/16855430_zpid/
SingleFamily,5,6,4215,19166,"$4,750,000 ",7712 Hillside Dr,LA JOLLA,CA,32.847352,-117.259978,0.280553804,1990,1/20/2019,-21820,3/12/2014,3545000,4656302,1/21/2019,16848287,https://www.zillow.com/homedetails/7712-Hillside-Dr-La-Jolla-CA-92037/16848287_zpid/
SingleFamily,3,3,3056,21780,"$4,750,000 ",8258 Prestwick Dr,LA JOLLA,CA,32.856446,-117.247597,0.895112565,1965,1/20/2019,-2727547,,,3069095,1/21/2019,16838860,https://www.zillow.com/homedetails/8258-Prestwick-Dr-La-Jolla-CA-92037/16838860_zpid/
SingleFamily,4,4,4985,39204,"$4,850,000 ",2480 Hidden Valley Rd,LA JOLLA,CA,32.848692,-117.251526,0.643119184,2004,1/20/2019,-21293,,,4590372,1/21/2019,16851314,https://www.zillow.com/homedetails/2480-Hidden-Valley-Rd-La-Jolla-CA-92037/16851314_zpid/
Miscellaneous,3,4,2596,5749,"$4,888,000 ",6611 Neptune Pl,LA JOLLA,CA,32.827292,-117.279502,0.291854395,1981,1/20/2019,,,,4142494,1/21/2019,16850329,https://www.zillow.com/homedetails/6611-Neptune-Pl-La-Jolla-CA-92037/16850329_zpid/
SingleFamily,7,6,5966,10890,"$4,895,000 ",6230 Calle Majorca,LA JOLLA,CA,32.827585,-117.260282,1.253203438,2006,1/20/2019,-192962,2/4/2007,4950000,4933754,1/21/2019,16851760,https://www.zillow.com/homedetails/6230-Calle-Majorca-La-Jolla-CA-92037/16851760_zpid/
SingleFamily,4,4,3732,7501,"$4,900,000 ",8217 El Paseo Grande,LA JOLLA,CA,32.855621,-117.255265,0.471791374,1990,1/20/2019,-192504,,,4712697,1/21/2019,16838794,https://www.zillow.com/homedetails/8217-El-Paseo-Grande-La-Jolla-CA-92037/16838794_zpid/
VacantResidentialLand,,,,73180,"$5,000,000 ",Country Club Dr LOT 10,La Jolla,CA,32.8444,-117.2537,0.697909406,,1/1/1970,,,,,1/21/2019,2086716940,https://www.zillow.com/homedetails/Country-Club-Dr-LOT-10-La-Jolla-CA-92037/2086716940_zpid/
SingleFamily,7,8,6238,21780,"$5,200,000 ",2151 Calle Guaymas,LA JOLLA,CA,32.825623,-117.248079,1.894893304,2002,1/20/2019,-51222,3/29/2011,2850000,4982200,1/21/2019,16857739,https://www.zillow.com/homedetails/2151-Calle-Guaymas-La-Jolla-CA-92037/16857739_zpid/
SingleFamily,3,5,4232,7501,"$5,300,000 ",225 Fern Gln,LA JOLLA,CA,32.833238,-117.280869,0.08099768,2006,1/20/2019,-164152,,,5230915,1/21/2019,72108698,https://www.zillow.com/homedetails/225-Fern-Gln-La-Jolla-CA-92037/72108698_zpid/
SingleFamily,4,2,1983,9147,"$5,400,000 ",411 Sea Ridge Dr,LA JOLLA,CA,32.808225,-117.265757,1.829495357,1956,1/20/2019,304074,,,6409731,1/21/2019,16907601,https://www.zillow.com/homedetails/411-Sea-Ridge-Dr-La-Jolla-CA-92037/16907601_zpid/
SingleFamily,5,7,6246,10890,"$5,500,000 ",7411 Hillside Dr,LA JOLLA,CA,32.844323,-117.255122,0.631273188,1993,1/20/2019,-107910,1/25/2007,5400000,5244935,1/21/2019,16851379,https://www.zillow.com/homedetails/7411-Hillside-Dr-La-Jolla-CA-92037/16851379_zpid/
CondominiumCondominium,22,2.53.0,30643064,,"$5,550,000 ",1020 Prospect St UNIT 202 1020 Prospect St UNIT 202,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.099877078,20172017,01/20/201901/20/2019,1.95204E+11,,,5.30333E+13,1/21/2019,2.50195E+18,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/250194512_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/2093309310_zpid/
Condominium,2,3,2137,,"$5,695,000 ",1020 Prospect St PH 5,La Jolla,CA,32.847979,-117.274739,0.099887566,2017,1/20/2019,129891,,,6409681,1/21/2019,2088944135,https://www.zillow.com/homedetails/1020-Prospect-St-PH-5-La-Jolla-CA-92037/2088944135_zpid/
SingleFamily,6,5,5949,20473,"$5,850,000 ",925 Havenhurst Dr,LA JOLLA,CA,32.823521,-117.269139,0.889154419,1975,1/20/2019,637670,,,5902313,1/21/2019,16854814,https://www.zillow.com/homedetails/925-Havenhurst-Dr-La-Jolla-CA-92037/16854814_zpid/
SingleFamily,7,5,8962,32670,"$5,950,000 ",9789 Black Gold Rd,LA JOLLA,CA,32.884732,-117.245628,2.46714477,1994,1/20/2019,-246462,9/29/2017,3775000,4333902,1/21/2019,16834413,https://www.zillow.com/homedetails/9789-Black-Gold-Rd-La-Jolla-CA-92037/16834413_zpid/
SingleFamily,6,7,6187,10454,"$5,975,000 ",6604 Muirlands Dr,LA JOLLA,CA,32.832409,-117.261492,1.160951889,2013,1/20/2019,-31871,7/17/2009,2900000,5665105,1/21/2019,112905020,https://www.zillow.com/homedetails/6604-Muirlands-Dr-La-Jolla-CA-92037/112905020_zpid/
SingleFamily,4,5,4800,20037,"$5,999,995 ",1678 Marisma Way,LA JOLLA,CA,32.833323,-117.258291,1.169302595,2005,1/20/2019,-33054,5/21/2015,4550000,5592072,1/21/2019,52514265,https://www.zillow.com/homedetails/1678-Marisma-Way-La-Jolla-CA-92037/52514265_zpid/
SingleFamily,6,8,5101,21780,"$6,000,000 ",7940 Costebelle Way,LA JOLLA,CA,32.852232,-117.244607,1.008949147,2016,1/20/2019,130234,7/14/2011,1350000,5764168,1/21/2019,87616911,https://www.zillow.com/homedetails/7940-Costebelle-Way-La-Jolla-CA-92037/87616911_zpid/
Condominium,3,3,2427,,"$6,395,000 ",1020 Prospect St STE 350,La Jolla,CA,32.847985,-117.274751,0.099077644,2017,1/20/2019,226384,,,6257746,1/21/2019,2095373606,https://www.zillow.com/homedetails/1020-Prospect-St-STE-350-La-Jolla-CA-92037/2095373606_zpid/
SingleFamily,4,5,4647,24829,"$6,475,000 ",8316 Prestwick Dr,LA JOLLA,CA,32.85745,-117.247838,0.909758422,1990,1/20/2019,-21382,10/1/2014,5850000,5914443,1/21/2019,16838670,https://www.zillow.com/homedetails/8316-Prestwick-Dr-La-Jolla-CA-92037/16838670_zpid/
SingleFamily,5,7,6256,10890,"$6,495,000 ",6125 Terryhill Dr,LA JOLLA,CA,32.82331,-117.266423,1.027769933,2016,1/20/2019,-187853,3/4/2005,2000000,6757418,1/21/2019,16855007,https://www.zillow.com/homedetails/6125-Terryhill-Dr-La-Jolla-CA-92037/16855007_zpid/
SingleFamily,6,8,5825,17202,"$6,495,000 ",1977 Paseo Dorado,LA JOLLA,CA,32.851736,-117.259056,0.169750589,2000,1/20/2019,325843,,,6303315,1/21/2019,16839162,https://www.zillow.com/homedetails/1977-Paseo-Dorado-La-Jolla-CA-92037/16839162_zpid/
SingleFamily,6,7,6979,47916,"$6,900,000 ",1090 Solymar Dr,LA JOLLA,CA,32.825834,-117.266395,0.948471405,1974,1/20/2019,-398526,10/30/2009,5125000,6695939,1/21/2019,16851177,https://www.zillow.com/homedetails/1090-Solymar-Dr-La-Jolla-CA-92037/16851177_zpid/
Condominium,3,4,3724,,"$6,995,000 ",353 Coast Blvd,LA JOLLA,CA,32.841952,-117.280859,0.049175626,2010,1/20/2019,222378,3/2/2010,5528000,6622538,1/21/2019,111435037,https://www.zillow.com/homedetails/353-Coast-Blvd-La-Jolla-CA-92037/111435037_zpid/
SingleFamily,5,6,5213,7501,"$6,999,000 ",1257 Silverado St,LA JOLLA,CA,32.846882,-117.270275,0.190154998,2013,1/20/2019,210049,8/15/2006,1500000,6262453,1/21/2019,16848158,https://www.zillow.com/homedetails/1257-Silverado-St-La-Jolla-CA-92037/16848158_zpid/
SingleFamily,4,7,8849,9104,"$7,588,000 ",7750 Lookout Dr,LA JOLLA,CA,32.848495,-117.259332,0.273791522,2017,1/20/2019,-26772,6/5/2002,1175000,7170883,1/21/2019,61677715,https://www.zillow.com/homedetails/7750-Lookout-Dr-La-Jolla-CA-92037/61677715_zpid/
Condominium,2,4,2647,,"$7,595,000 ",1020 Prospect St STE 1,La Jolla,CA,32.847985,-117.274751,0.099077644,2017,1/20/2019,94322,,,5939421,1/21/2019,2089114185,https://www.zillow.com/homedetails/1020-Prospect-St-STE-1-La-Jolla-CA-92037/2089114185_zpid/
SingleFamily,4,8,7611,10890,"$7,900,000 ",7930 Costebelle Way,LA JOLLA,CA,32.851968,-117.244835,0.995309722,2018,1/20/2019,-152838,9/6/2016,1175271,5545210,1/21/2019,87616910,https://www.zillow.com/homedetails/7930-Costebelle-Way-La-Jolla-CA-92037/87616910_zpid/
VacantResidentialLand,,,,48787,"$7,995,000 ",1120 Muirlands Dr LOT LOTS,La Jolla,CA,32.827194,-117.265405,0.970846997,,1/1/1970,,,,,1/21/2019,2087664555,https://www.zillow.com/homedetails/1120-Muirlands-Dr-LOT-LOTS-La-Jolla-CA-92037/2087664555_zpid/
VacantResidentialLand,6,,4854,48787,"$7,995,000 ",1120 Muirlands Dr,LA JOLLA,CA,32.827194,-117.265405,0.970846997,1945,1/1/1970,,4/2/2018,7400000,,1/21/2019,54906529,https://www.zillow.com/homedetails/1120-Muirlands-Dr-La-Jolla-CA-92037/54906529_zpid/
VacantResidentialLand,,,,217800,"$7,995,000 ",7792 Senn Way LOT 1-A,La Jolla,CA,32.843728,-117.248666,0.95206545,,1/1/1970,,,,,1/21/2019,2088947035,https://www.zillow.com/homedetails/7792-Senn-Way-LOT-1-A-La-Jolla-CA-92037/2088947035_zpid/
VacantResidentialLand,,,,174240,"$7,995,000 ",7792 Senn Way,La Jolla,CA,32.843728,-117.248666,0.95206545,,1/1/1970,,,,,1/21/2019,2090741864,https://www.zillow.com/homedetails/7792-Senn-Way-La-Jolla-CA-92037/2090741864_zpid/
SingleFamily,5,5,8236,17798,"$8,400,000 ",6092 Avenida Chamnez,LA JOLLA,CA,32.82374,-117.263195,1.177582516,2006,1/20/2019,-4619,6/29/1999,965000,7071062,1/21/2019,79571545,https://www.zillow.com/homedetails/6092-Avenida-Chamnez-La-Jolla-CA-92037/79571545_zpid/
SingleFamily,5,9,8700,38768,"$8,600,000 ",6404 La Jolla Scenic Dr S,LA JOLLA,CA,32.831317,-117.252959,1.414181973,1995,1/20/2019,-70819,4/17/1997,1325000,8118346,1/21/2019,16851792,https://www.zillow.com/homedetails/6404-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/16851792_zpid/
SingleFamily,6,10,10828,42688,"$8,800,000 ",5811 Rutgers Rd,LA JOLLA,CA,32.82094,-117.254481,1.717884538,2017,1/20/2019,303850,6/30/2008,2250000,8898809,1/21/2019,16856558,https://www.zillow.com/homedetails/5811-Rutgers-Rd-La-Jolla-CA-92037/16856558_zpid/
SingleFamily,7,7,7570,81892,"$8,998,000 ",6001 La Jolla Scenic Dr S,LA JOLLA,CA,32.824812,-117.254816,1.607196652,2005,1/20/2019,-346435,6/26/2001,2775000,7760970,1/21/2019,120796128,https://www.zillow.com/homedetails/6001-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/120796128_zpid/
SingleFamily,5,5,6280,18164,"$9,499,000 ",7430 Hillside Dr,LA JOLLA,CA,32.844031,-117.255827,0.610500605,,1/20/2019,670443,12/14/2011,825000,9146123,1/21/2019,99478271,https://www.zillow.com/homedetails/7430-Hillside-Dr-La-Jolla-CA-92037/99478271_zpid/
SingleFamily,6,7,7356,43560,"$9,895,000 ",2608 Crown Crest Ln,LA JOLLA,CA,32.884343,-117.248145,2.389389883,2018,1/20/2019,-217652,12/29/2017,5800000,7966955,1/21/2019,16834405,https://www.zillow.com/homedetails/2608-Crown-Crest-Ln-La-Jolla-CA-92037/16834405_zpid/
SingleFamily,7,5,4176,10672,"$9,900,000 ",417 Sea Ridge Dr,LA JOLLA,CA,32.808276,-117.265542,1.832694365,1984,1/20/2019,185184,5/1/2015,3325000,4901075,1/21/2019,16907608,https://www.zillow.com/homedetails/417-Sea-Ridge-Dr-La-Jolla-CA-92037/16907608_zpid/
SingleFamilySingleFamily,4,7,4863,23522108900,"$9,995,000 ",7404 Hillside Dr 7404 Hillside Dr,LA JOLLA LA JOLLA,CA CA,32.84355632,-117.255484,0.64665291,1970,01/01/197001/20/2019,151228,,,5408031,1/21/2019,9.94599E+15,https://www.zillow.com/homedetails/7404-Hillside-Dr-La-Jolla-CA-92037/99459908_zpid/https://www.zillow.com/homedetails/7404-Hillside-Dr-La-Jolla-CA-92037/16851384_zpid/
SingleFamily,4,4,6059,10890,"$10,095,000 ",1585 Coast Walk,LA JOLLA,CA,32.848368,-117.26609,0.054060409,1985,1/20/2019,699576,,,8378850,1/21/2019,16848063,https://www.zillow.com/homedetails/1585-Coast-Walk-La-Jolla-CA-92037/16848063_zpid/
SingleFamily,3,4.5,3124,3998,"$10,495,000 ",6653 Neptune Pl,LA JOLLA,CA,32.827818,-117.279626,0.255640268,2012,1/20/2019,69529,1/26/2009,2575000,6534682,1/21/2019,16850262,https://www.zillow.com/homedetails/6653-Neptune-Pl-La-Jolla-CA-92037/16850262_zpid/
SingleFamily,7,10,10423,19427,"$10,900,000 ",7356 Brodiaea Way,LA JOLLA,CA,32.841858,-117.25989,0.583097225,1998,1/20/2019,88082,10/28/2011,5400000,9184264,1/21/2019,16851506,https://www.zillow.com/homedetails/7356-Brodiaea-Way-La-Jolla-CA-92037/16851506_zpid/
